desalojadas	de-sa-lo-j#a-das
diminuta	di-mi-n#u-ta
tórax	t#ó-rax
desfibrado	des-fi-br#a-do
arcadas	ar-c#a-das
organicamente	or-ga-ni-ca-m#en-te
abraçara	a-bra-ç#a-ra
Faltava-lhe	fal-t#a-va§-lhe
competição	com-pe-ti-ç#ão
Apertado	a-per-t#a-do
dólm	d#ól
agravava-lhe	a-gra-v#a-va§-lhe
inexpressiva	i-nex-pre-ss#i-va
completava-lhe	com-ple-t#a-va§-lhe
traía	tra-#í-a
temibilidade	te-mi-bi-li-d#a-de
convalescente	con-va-les-c#en-te
calva	c#al-va
bombeada	bom-be-#a-da
mortiço	mor-t#i-ço
velado	ve-l#a-do
cera	c#e-ra
impenetrabilidade	im-pe-ne-tra-bi-li-d#a-de
amortecer-se	a-mor-te-c#er§-se
inapercebidos	i-na-per-ce-b#i-dos
lassidão	la-ssi-d#ão
deixando-a	d#ei-xan-do§-a
fixamente	fi-xa-m#en-te
custava-lhes	custava§-lhes
admitir	ad-mi-t#ir
estivesse	es-ti-v#e-sse
frio	fr#i-o
maneiras	ma-n#ei-ras
corteses	cor-t#e-ses
idealizavam	i-de-a-li-z#a-vam
Justificam-se	jus-ti-f#i-cam§-se
aplaudiam	a-pl#au-di-am
invectivavam	in-vec-ti-v#a-vam
entrechocavam-se	en-tre-cho-c#a-vam§-se
antinômicas	an-ti-n#ô-mi-cas
dedicado	de-di-c#a-do
leal	le-#al
impávido	im-p#á-vi-do
vingativo	vin-ga-t#i-vo
ambicioso	am-bi-ci-#o-so
velava-os	ve-l#a-va§-os
percebeu	per-ce-b#eu
inclinações	in-cli-na-ç#ões
Aproveitou-o	a-pro-vei-t#ou§-o
Luís	lu-#ís
aproveitaria	a-pro-v#ei-ta-ria
Bayard	b#a-y-ar
enxertar	en-xer-t#ar
máculas	m#á-cu-las
Fra	fr#a
Diávolo	di-#á-vo-lo
imperdoável	im-per-do-#á-vel
Alguma	al-g#u-ma
incompleto	in-com-pl#e-to
prodigiosa	pro-di-gi-#o-sa
parasse	pa-r#a-sse
aparelhara	a-pa-re-lh#a-ra
definir-se	de-fi-n#ir§-se
esvaía-se	es-va-#í-a-§se
desabrimentos	de-sa-bri-m#en-tos
cavalheiresca	ca-va-lh#ei-res-ca
barbaridade	bar-ba-ri-d#a-de
revoltante	re-vol-t#an-te
bizarro	bi-z#a-rro
epilético	e-pi-l#é-ti-co
provado	pro-v#a-do
encobrindo	en-co-br#in-do
partia-se	par-t#i-a§-se
comoções	co-mo-ç#ões
desvendou	des-ven-d#ou
pudéssemos	pu-d#é-sse-mos
assistiríamos	a-ssis-ti-r#í-a-mos
imprimiu	im-pri-m#iu
feitio	f#ei-tio
intercalados	in-ter-ca-l#a-dos
constituem	cons-ti-t#u-em
arrebatava	a-rre-ba-t#a-va
interferiam	in-ter-fe-r#i-am
correta	co-rr#e-ta
rememorá-los	re-me-mo-r#á§-los
incidirmos	in-ci-d#ir-mos
arquivar	ar-qui-v#ar
duvidosos	du-vi-d#o-sos
vias	v#i-as
violentíssimas	vi-o-len-t#í-ssi-mas
ultraje	ul-tr#a-je
rebencadas	re-ben-c#a-das
tolhida	to-lh#i-da
argentino	ar-gen-t#i-no
compreendida	com-pre-en-d#i-da
conhecidos	co-nhe-c#i-dos
jornalista	jor-na-l#is-ta
repressivas	re-pre-ss#i-vas
escândalo	es-c#ân-da-lo
insultos	in-s#ul-tos
intoleráveis	in-to-le-r#á-veis
respingado	res-pin-g#a-do
Exército	e-x#ér-ci-to
abrangiam	a-bran-g#i-am
monarca	mo-n#ar-ca
linchamento	lin-cha-m#en-to
encarregados	en-ca-rre-g#a-dos
executar	e-xe-cu-t#ar
sentença	sen-t#en-ça
Comblains	com-bla-#ins
figurava	fi-gu-r#a-va
graduado	gra-du-#a-do
assentamentos	a-ssen-ta-m#en-tos
averbados	a-ver-b#a-dos
merecidos	me-re-c#i-dos
elogios	e-lo-g#i-os
comissões	co-mi-ss#ões
exemplarmente	e-xem-plar-m#en-te
cumpridas	cum-pr#i-das
esfaquear	es-fa-que-#ar
exatamente	e-xa-ta-m#en-te
carro	c#a-rro
patrocínio	pa-tro-c#í-nio
acarretou-lhe	a-ca-rre-t#ou§-lhe
transferência	trans-fe-r#ên-cia
Sibéria	si-b#é-ria
canicular	ca-ni-cu-l#ar
arrancado	a-rran-c#a-do
recordava	re-cor-d#a-va
triunfador	tri-un-fa-d#or
esteio	es-t#ei-o
perigosas	pe-ri-g#o-sas
temeridades	te-me-ri-d#a-des
menino	me-n#i-no
murmúrio	mur-m#ú-rio
simpático	sim-p#á-ti-co
louvaminheiro	lou-va-mi-nh#ei-ro
comentando-lhe	co-men-t#an-do§-lhe
lisonjarias	li-son-ja-r#i-as
capitais	ca-pi-t#ais
ofício	o-f#í-cio
burocracia	bu-ro-cra-c#i-a
repleta	re-pl#e-ta
encômios	en-c#ô-mios
pacíficas	pa-c#í-fi-cas
relampagueara	re-lam-pa-gue-#a-ra
saiu-lhe	sa-#iu§-lhe
bainha	ba-#i-nha
galgara	gal-g#a-ra
declarar-se	de-cla-r#ar§-se
Armada	ar-m#a-da
destacou-o	des-ta-c#ou§-o
armado	ar-m#a-do
discricionários	dis-cri-ci-o-n#á-rios
reanimara	re-a-ni-m#a-ra
ameaçava	a-me-a-ç#a-va
pesou	pe-s#ou
estrangulador	es-tran-gu-la-d#or
guante	gu#an-te
fuzilamentos	fu-zi-la-m#en-tos
maldade	mal-d#a-de
dizem-no	d#i-zem§-no
Abalaram	a-ba-l#a-ram
recém-inaugurado	re-c#ém-§i-n#au-gu-ra-do
responsável	res-pon-s#á-vel
cortante	cor-t#an-te
atavio	a-ta-v#i-o
ressalva	re-ss#al-va
Meses	m#e-ses
chamaram-no	cha-m#a-ram§-no
Embarca	em-b#ar-ca
navio	na-v#i-o
mercante	mer-c#an-te
prende	pr#en-de
Assaltara-o	a-ssal-t#a-ra§-o
caracterizássemos	ca-rac-te-ri-z#á-sse-mos
desorganização	de-sor-ga-ni-za-ç#ão
vitimava	vi-ti-m#a-va
diminuiu	di-mi-nu#i-u
comandava	co-man-d#a-va
deu-lhe	d#eu§-lhe
ultrapassava	ul-tra-pa-ss#a-va
regulamentar	re-gu-la-men-t#ar
organizou	or-ga-ni-z#ou
lúcidos	l#ú-ci-dos
eminentes	e-mi-n#en-tes
disciplinador	dis-ci-pli-na-d#or
intermitente	in-ter-mi-t#en-te
tomaram-se	to-m#a-ram§-se
ostensivos	os-ten-s#i-vos
Nomeado	no-me-#a-do
estadeou-os	es-ta-de-#ou§-os
desatinos	de-sa-t#i-nos
culminados	cul-mi-n#a-dos
Vê-los	v#ê§-los
emos	#e-mos
extremados	ex-tre-m#a-dos
mpetos	mp#e-tos
Estado-maior	Estado§-mai-#or
detalhe	de-t#a-lhe
marcado	mar-c#a-do
intercorrência	in-ter-co-rr#ên-cia
revelação	re-ve-la-ç#ão
diagnose	di-ag-n#o-se
epilepsia	e-pi-lep-s#i-a
avoluma-se	a-vo-l#u-ma§-se
larvada	lar-v#a-da
alienação	a-li-e-na-ç#ão
afetiva	a-fe-t#i-va
solapa	so-l#a-pa
salvador	sal-va-d#or
equivalente	e-qui-va-l#en-te
mecânico	me-c#â-ni-co
Contido	con-t#i-do
homicida	ho-mi-c#i-da
imobilizado	i-mo-bi-li-z#a-do
glorioso	glo-ri-#o-so
exabrupto	e-xa-br#up-to
sucumbindo	su-cum-b#in-do
incompreensíveis	in-com-pre-en-s#í-veis
instintivamente	ins-tin-ti-va-m#en-te
semiconsciência	se-mi-cons-ci-#ên-cia
delírios	de-l#í-rios
inibitórios	i-ni-bi-t#ó-rios
ponderação	pon-de-ra-ç#ão
enfraquecem	en-fra-qu#e-cem
relaciona	re-la-ci-#o-na
baralha-os	ba-r#a-lha§-os
perturba-os	per-t#ur-ba§-os
inverte-os	in-v#er-te§-os
deforma-os	de-f#or-ma§-os
crepuscular	cre-pus-cu-l#ar
expressão	ex-pre-ss#ão
desencadear-se	de-sen-ca-de-#ar§-se
ações	a-ç#ões
atirar	a-ti-r#ar
acidentalmente	a-ci-den-tal-m#en-te
Cabe	c#a-be
dar-lhe	d#ar§-lhe
camisa	ca-m#i-sa
relatividade	re-la-ti-vi-d#a-de
impor-se	im-p#or§-se
deslumbradora	des-lum-bra-d#o-ra
fascinam	fas-c#i-nam
tacanhas	ta-c#a-nhas
exercitava	e-xer-ci-t#a-va
caput	c#a-put
mortuum	mor-tu-#um
Despontavam	des-pon-t#a-vam
destacava-se	des-ta-c#a-va§-se
niilidade	n#ii-li-da-de
salientasse	sa-li-en-t#a-sse
desdobrara	des-do-br#a-ra
defina	de-f#i-na
apreciação	a-pre-ci-a-ç#ão
focalização	fo-ca-li-za-ç#ão
Cerremos	ce-rr#e-mos
Deferindo	de-fe-r#in-do
Rafael	ra-fa-#el
Augusto	#au-gus-to
Matos	m#a-tos
Regimento	re-gi-m#en-to
Artilharia	ar-ti-lha-r#i-a
comandada	co-man-d#a-da
Agostinho	a-gos-t#i-nho
Salomão	sa-lo-m#ão
Cavalaria	ca-va-la-r#i-a
Pedreira	pe-dr#ei-ra
Franco	fr#an-co
constituiu	cons-ti-tu#i-u
demandavam	de-man-d#a-vam
desfalcados	des-fal-c#a-dos
tolos	t#o-los
d'El-Rei	de#l-§r#ei
dirigido	di-ri-g#i-do
Sousa	s#ou-sa
demorou	de-mo-r#ou
Recolhida	re-co-lh#i-da
fartamente	far-ta-m#en-te
municiados	mu-ni-ci-#a-dos
milhões	mi-lh#ões
Continuou	con-ti-nu-#ou
platônica	pla-t#ô-ni-ca
suportavam	su-por-t#a-vam
Chegara	che-g#a-ra
explodira	ex-plo-d#i-ra
convulsão	con-vul-s#ão
epileptiforme	e-pi-lep-ti-f#or-me
saúde	sa-#ú-de
previram	pre-v#i-ram
cientes	ci-#en-tes
diagnóstico	di-ag-n#ós-ti-co
seriamente	se-ri-a-m#en-te
cautelosos	c#au-te-lo-sos
deliberação	de-li-be-ra-ç#ão
concertadas	con-cer-t#a-das
indispensável	in-dis-pen-s#á-vel
inquinassem	in-qui-n#a-ssem
descuidos	des-c#ui-dos
rudimentares	ru-di-men-t#a-res
corrigidos	co-rri-g#i-dos
clareza	cla-r#e-za
resolveu	re-sol-v#eu
lançar	lan-ç#ar
engenheiros	en-ge-nh#ei-ros
militares	mi-li-t#a-res
Alves	#al-ves
Leite	l#ei-te
Alfredo	al-fr#e-do
Nascimento	nas-ci-m#en-to
tenentes	te-n#en-tes
classe	cl#a-sse
adidos	a-d#i-dos
semana	se-m#a-na
áspera	#ás-pe-ra
exigüidade	e-xi-gui-d#a-de
escolha	es-c#o-lha
estratégicos	es-tra-t#é-gi-cos
firmassem	fir-m#a-ssem
levantamentos	le-van-ta-m#en-tos
afogadilho	a-fo-ga-d#i-lho
trianguladas	tri-an-gu-l#a-das
olho	#o-lho
visadas	vi-s#a-das
distâncias	dis-t#ân-cias
averbadas	a-ver-b#a-das
ponteiros	pon-t#ei-ros
podômetros	po-d#ô-me-tros
operadores	o-pe-ra-d#o-res
apressados	a-pre-ss#a-dos
esclareciam-se	es-cla-re-c#i-am§-se
inquirindo	in-qui-r#in-do
longuras	lon-g#u-ras
estimativa	es-ti-ma-t#i-va
amor-próprio	amor§-pr#ó-prio
vezado	ve-z#a-do
ensaios	en-s#ai-os
primor	pri-m#or
informes	in-f#or-mes
aguadas	a-gu#a-das
problemática	pro-ble-m#á-ti-ca
Subordinaram	su-bor-di-n#a-ram
levantamento	le-van-ta-m#en-to
aprovado	a-pro-v#a-do
escolheu-se	es-co-lh#eu§-se
Envolvente	en-vol-v#en-te
arredar	a-rre-d#ar
Largando	lar-g#an-do
demandariam	de-man-da-r#i-am
ESE	#e-se
fraldejando	fral-de-j#an-do
contornante	con-tor-n#an-te
rumando	ru-m#an-do
NNO	nn#o
iriam	i-r#i-am
cogitou	co-gi-t#ou
transformar	trans-for-m#ar
defensáveis	de-fen-s#á-veis
garantidos	ga-ran-t#i-dos
guarnições	guar-ni-ç#ões
estear	es-te-#ar
Crítica	cr#í-ti-ca
passageira	pa-ssa-g#ei-ra
realizada	re-a-li-z#a-da
velharias	ve-lha-r#i-as
perspícuo	pers-p#í-cuo
aclarar	a-cla-r#ar
Sabia-se	sa-b#i-a§-se
atravessaria	a-tra-ve-ssa-r#i-a
aberturas	a-ber-t#u-ras
picadas	pi-c#a-das
areal	a-re-#al
arcando	ar-c#an-do
obviar	ob-vi-#ar
inconveniente	in-con-ve-ni-#en-te
levaram	le-v#a-ram
bomba	b#om-ba
artesiana	ar-te-si-#a-na
ignoravam	ig-no-r#a-vam
argutos	ar-g#u-tos
rabdomantes	rab-do-m#an-tes
marcar	mar-c#ar
varinha	va-r#i-nha
aproveitar-se	a-pro-vei-t#ar§-se
marchar	mar-ch#ar
desfreqüentadas	des-fre-quen-t#a-das
regato	re-g#a-to
absorvem	ab-s#or-vem
impetuosos	im-pe-tu-#o-sos
pressupunha-se	pre-ssu-p#u-nha§-se
inçada	in-ç#a-da
décupla	d#é-cu-pla
despovoamento	des-po-vo-a-m#en-to
maninhez	ma-ni-nh#ez
garantisse	ga-ran-t#i-sse
pretensa	pre-t#en-sa
insulasse	in-su-l#a-sse
péssimas	p#é-ssi-mas
batê-la	ba-t#ê§-la
salvo	s#al-vo
ficaria	fi-ca-r#i-a
deficiente	de-fi-ci-#en-te
tomá-la	to-m#á§-la
seguisse	se-gu#i-sse
acordes	a-c#or-des
assegurar	a-sse-gu-r#ar
aparelhavam	a-pa-re-lh#a-vam
Cresce	cr#es-ce
aumentara	#au-men-ta-ra
avolumada	a-vo-lu-m#a-da
espalhavam	es-pa-lh#a-vam
romanceada	ro-man-ce-#a-da
destruíra	des-tru-#í-ra
falanstério	fa-lans-t#é-rio
fundação	fun-da-ç#ão
moribundos	mo-ri-b#un-dos
sacrossanto	sa-cro-ss#an-to
cegos	c#e-gos
paralíticos	pa-ra-l#í-ti-cos
lázaros	l#á-za-ros
destinando-se	des-ti-n#an-do§-se
taumaturgo	t#au-ma-tur-go
venerado	ve-ne-r#a-do
congérie	con-g#é-rie
mangalaça	man-ga-l#a-ça
irmanadas	ir-ma-n#a-das
zabaneiras	za-ba-n#ei-ras
trêfegas	tr#ê-fe-gas
compartirem	com-par-t#i-rem
disponibilidade	dis-po-ni-bi-li-d#a-de
repletos	re-pl#e-tos
mantimentos	man-ti-m#en-tos
enviados	en-vi-#a-dos
avitualhavam	a-vi-tu-a-lh#a-vam
Havia	ha-v#i-a
distribuíam-se	dis-tri-bu-#í-am-§se
havia-os	ha-v#i-a§-os
Destacavam-se	des-ta-c#a-vam§-se
confiança	con-fi-#an-ça
renderem	ren-d#e-rem
atravessado	a-tra-ve-ss#a-do
estiradas	es-ti-r#a-das
entregarem	en-tre-g#a-rem
serviço	ser-v#i-ço
Dirigiam-se	di-ri-g#i-am§-se
ardilosos	ar-di-l#o-sos
delicadas	de-li-c#a-das
confabulando	con-fa-bu-l#an-do
afrontavam	a-fron-t#a-vam
armamentos	ar-ma-m#en-tos
ajeitando	a-j#ei-tan-do
contrabandos	con-tra-b#an-dos
ferramentas	fe-rra-m#en-tas
Olvidavam	ol-vi-d#a-vam
morticínios	mor-ti-c#í-nios
esperança	es-pe-r#an-ça
Trincheiras	trin-ch#ei-ras
Premunidos	pre-mu-n#i-dos
cautelas	c#au-te-las
amontoando	a-mon-to-#an-do
picareta	pi-ca-r#e-ta
incessante	in-ce-ss#an-te
Construíam	cons-tru-#í-am
fortificação	for-ti-fi-ca-ç#ão
cavidade	ca-vi-d#a-de
elíptica	e-l#íp-ti-ca
ocultar-se	o-cul-t#ar§-se
mover-se	mo-v#er§-se
bordavam-na	bor-d#a-vam§-na
espaldões	es-pal-d#ões
justapostas	jus-ta-p#os-tas
interstícios	in-ters-t#í-cios
enfiar	en-fi-#ar
extraídas	ex-tra-#í-das
desejadas	de-se-j#a-das
Explicam	ex-pl#i-cam
fojos	f#o-jos
regularmente	re-gu-lar-m#en-te
crivando	cri-v#an-do
locadas	lo-c#a-das
cruzando	cru-z#an-do
riachos	ri-#a-chos
previssem	pre-v#i-ssem
passagens	pa-ss#a-gens
orlavam	or-l#a-vam
acolher	a-co-lh#er
abandonando-os	a-ban-do-n#an-do§-os
colhidos	co-lh#i-dos
dispensavam	dis-pen-s#a-vam
preparativos	pre-pa-ra-t#i-vos
empinando-se	em-pi-n#an-do§-se
escavando-se	es-ca-v#an-do§-se
trançadas	tran-ç#a-das
abatises	a-ba-t#i-ses
Escolhiam	es-co-lh#i-am
frondosos	fron-d#o-sos
Trançavam-lhes	tran-ç#a-vam-§lhes
desfazer	des-fa-z#er
comodamente	co-mo-da-m#en-te
ocultos	o-c#ul-tos
folhagem	fo-lh#a-gem
mirantes	mi-r#an-tes
vezavam	ve-z#a-vam
tocaiar	to-cai-#ar
canguçus	can-gu-ç#us
mutãs	mu-t#ãs
intercalavam-se	in-ter-ca-l#a-vam§-se
destacadamente	des-ta-ca-da-m#en-te
alinhamento	a-li-nha-m#en-to
Descobriam	des-co-br#i-am
cerro	c#e-rro
Desentupiam	de-sen-tu-p#i-am
brechas	br#e-chas
viçavam	vi-ç#a-vam
abriam-nas	a-br#i-am§-nas
mascarados	mas-ca-r#a-dos
limpavam	lim-p#a-vam
moviam-se	mo-v#i-am§-se
blocausse	blo-c#au-sse
Armas	#ar-mas
Reparavam-se	re-pa-r#a-vam§-se
estrugia	es-tru-g#i-a
orquestra	or-qu#es-tra
estridente	es-tri-d#en-te
bigornas	bi-g#or-nas
malhos	m#a-lhos
marrões	ma-rr#ões
enrijando	en-ri-j#an-do
maleando	ma-le-#an-do
entortadas	en-tor-t#a-das
aguçando	a-gu-ç#an-do
aceirando	a-c#ei-ran-do
buídos	bu-#í-dos
temperando	tem-pe-r#an-do
laminas	la-m#i-nas
arrasto	a-rr#as-to
compridas	com-pr#i-das
retesando	re-te-s#an-do
arcos	#ar-cos
polé	po-l#é
consertando	con-ser-t#an-do
fecharia	fe-cha-r#i-a
perra	p#e-rra
irrompia	i-rrom-p#i-a
arsenais	ar-se-n#ais
ativos	a-t#i-vos
Pólvora	p#ól-vo-ra
faziam-na	fa-z#i-am§-na
carvão	car-v#ão
apanhado	a-pa-nh#a-do
enxofre	en-x#o-fre
explosivo	ex-plo-s#i-vo
rivalizando	ri-va-li-z#an-do
adotavam	a-do-t#a-vam
caçadas	ca-ç#a-das
Balas	b#a-las
goela	go-#e-la
cacos	c#a-cos
garrafas	ga-rr#a-fas
esquírolas	es-qu#í-ro-las
Lutadores	lu-ta-d#o-res
pasmar	pas-m#ar
universalidade	u-ni-ver-sa-li-d#a-de
agremiara	a-gre-mi-#a-ra
calangros	ca-l#an-gros
balaios	ba-l#ai-os
cabanos	ca-b#a-nos
Correra	co-rr#e-ra
toque	t#o-que
chamada	cha-m#a-da
Dia	d#i-a
cangaço	can-g#a-ço
capanga	ca-p#an-ga
atestada	a-tes-t#a-da
polvarinho	pol-va-r#i-nho
canos	c#a-nos
pendia	pen-d#i-a
indagassem	in-da-g#a-ssem
Recebia-os	re-ce-b#i-a§-os
pleiteando-lhes	pleiteando§-lhes
ascendência	as-cen-d#ên-cia
argúcia	ar-g#ú-cia
laivos	l#ai-vos
superioridade	su-pe-ri-o-ri-d#a-de
liceu	li-c#eu
disciplinava	dis-ci-pli-n#a-va
Comandante	co-man-d#an-te
bitesgas	bi-t#es-gas
exercia-lhe	e-xer-c#i-a§-lhe
percorrida	per-co-rr#i-da
Obedeciam-no	o-be-de-c#i-am§-no
ofícios	o-f#í-cios
ombreavam	om-bre-#a-vam
crendeiro	cren-d#ei-ro
despejado	des-pe-j#a-do
estabelecera-se	es-ta-be-le-c#e-ra§-se
revelaram	re-ve-l#a-ram
prisioneiros	pri-si-o-n#ei-ros
sobressalto	so-bre-ss#al-to
estuporando	es-tu-po-r#an-do
pondo-a	p#on-do§-a
dissolução	di-sso-lu-ç#ão
voltando	vol-t#an-do
trouxeram	tr#ou-xe-ram
Imobilizou	i-mo-bi-li-z#ou
síncope	s#ín-co-pe
Exagerara-se	e-xa-ge-r#a-ra§-se
distensão	dis-ten-s#ão
jungir	jun-g#ir
Imaginaram-no	i-ma-gi-n#a-ram§-no
quatorze	qua-t#or-ze
especificou	es-pe-ci-fi-c#ou
poeta	po-#e-ta
consagrou	con-sa-gr#ou
prefiguraram	pre-fi-gu-r#a-ram
dissolvido	di-ssol-v#i-do
Deram-lhe	d#e-ram§-lhe
apelido	a-pe-l#i-do
Corta	c#or-ta
soube	s#ou-be
aguardada	a-guar-d#a-da
deserções	de-ser-ç#ões
rareando	ra-re-#an-do
adventícios	ad-ven-t#í-cios
temor	te-m#or
redundara	re-dun-d#a-ra
Expungira	ex-pun-g#i-ra
incrédulos	in-cr#é-du-los
resignada	re-sig-n#a-da
Procissões	pro-ci-ss#ões
Desinfluído	de-sin-flu-#í-do
volvera-se	vol-v#e-ra§-se
instância	ins-t#ân-cia
emperradas	em-pe-rr#a-das
saía	sa-#í-a
Cessaram	ce-ss#a-ram
Cessou	ce-ss#ou
mourejar	mou-re-j#ar
bélicos	b#é-li-cos
cantigas	can-t#i-gas
embrenhavam-se	em-bre-nh#a-vam§-se
cautos	c#au-tos
quedando-se	que-d#an-do§-se
silenciosos	si-len-ci-#o-sos
Rezas	r#e-zas
aflitíssima	a-fli-t#í-ssi-ma
alentando	a-len-t#an-do
acesas	a-c#e-sas
prolongava	pro-lon-g#a-va
entressachada	en-tre-ssa-ch#a-da
aromáticas	a-ro-m#á-ti-cas
caçatinga	ca-ça-t#in-ga
extremando-a	ex-tre-m#an-do§-a
pinho	p#i-nho
toalha	to-#a-lha
alvíssima	al-v#í-ssi-ma
Abeirava-a	a-b#ei-ra-va§-a
Revestido	re-ves-t#i-do
escorrida	es-co-rr#i-da
alquebrado	al-que-br#a-do
Erguia	er-g#ui-a
macilenta	ma-ci-l#en-ta
iluminada	i-lu-mi-n#a-da
repousava	re-p#ou-sa-va
evangelista	e-van-ge-l#is-ta
avaliassem	a-va-li-#a-ssem
irrevogavelmente	i-rre-vo-ga-vel-m#en-te
Determinara-a	de-ter-mi-n#a-ra§-a
pressuposto	pre-ssu-p#os-to
alinharam-se	a-li-nh#a-ram§-se
quadrado	qua-dr#a-do
efetivo	e-fe-t#i-vo
comandado	co-man-d#a-do
interinamente	in-te-ri-na-m#en-te
terceira	ter-c#ei-ra
aprestava	a-pres-t#a-va
desfalcado	des-fal-c#a-do
Quirino	qui-r#i-no
Vilarim	vi-la-r#im
chefiado	che-fi-#a-do
Excetuavam-se	e-xce-tu-#a-vam§-se
ficariam	fi-ca-r#i-am
guarnecendo	guar-ne-c#en-do
comboio	com-b#oi-o
ensarilhar	en-sa-ri-lh#ar
ressoou	re-sso-#ou
corneta	cor-n#e-ta
permanecera	per-ma-ne-c#e-ra
tomou-lhe	to-m#ou§-lhe
Iniciava-se	i-ni-ci-#a-va§-se
retratando-se	re-tra-t#an-do§-se
perturbou	per-tur-b#ou
rigor	ri-g#or
Retumbaram	re-tum-b#a-ram
tambores	tam-b#o-res
deslocaram-se	des-lo-c#a-ram§-se
penetrarem	pe-ne-tr#a-rem
rodaram	ro-d#a-ram
comboios	com-b#oi-os
retardada	re-tar-d#a-da
retido	re-t#i-do
alcançado	al-can-ç#a-do
Cajazeiras	ca-ja-z#ei-ras
Serra	s#e-rra
Branca	br#an-ca
dilatam	di-l#a-tam
bosquejado	bos-que-j#a-do
Rareiam	ra-re-#i-am
estiram-se	es-t#i-ram§-se
encobre	en-c#o-bre
mantenham	man-t#e-nham
salvadoras	sal-va-d#o-ras
intervaladas	in-ter-va-l#a-das
sorvidas	sor-v#i-das
cobre-o	c#o-bre§-o
rarefeita	ra-re-f#ei-ta
roçada	ro-ç#a-da
entrançados	en-tran-ç#a-dos
faúlha	fa-#ú-lha
ateia	a-t#ei-a
alastram	a-l#as-tram
meio-dias	meio§-d#i-as
Nordeste	nor-d#es-te
atrita	a-tr#i-ta
Completa-se	com-pl#e-ta§-se
esterilizadora	es-te-ri-li-za-d#o-ra
inscrito	in-scr#i-to
opera	o-p#e-ra
Dominando	do-mi-n#an-do
exclusivos	ex-clu-s#i-vos
mirrados	mi-rr#a-dos
decair	de-ca-#ir
látex	l#á-tex
cobrir	co-br#ir
propicias	pro-pi-c#i-as
enveredava	en-ve-re-d#a-va
esgotava	es-go-t#a-va
insolava	in-so-l#a-va
cacimba	ca-c#im-ba
facultaria	fa-cul-ta-r#i-a
inconsistente	in-con-sis-t#en-te
fugia	fu-g#i-a
caminhantes	ca-mi-nh#an-tes
remorava	re-mo-r#a-va
carretas	ca-rr#e-tas
opunha	o-p#u-nha
barreiras	ba-rr#ei-ras
destramar	des-tra-m#ar
reduplicava	re-du-pli-c#a-va
Exausta	e-x#aus-ta
Caminhara	ca-mi-nh#a-ra
arder	ar-d#er
depleção	de-ple-ç#ão
veias	v#ei-as
encontraram-se	en-con-tr#a-ram§-se
cava	c#a-va
previsto	pre-v#is-to
Procurou-se	pro-cu-r#ou§-se
cravar	cra-v#ar
tubo	t#u-bo
impacientemente	im-pa-ci-en-te-m#en-te
aguardados	a-guar-d#a-dos
bate-estacas	bate§-es-t#a-cas
facilitasse	fa-ci-li-t#a-sse
sonda	s#on-da
conduzido	con-du-z#i-do
macaco	ma-c#a-co
levantar	le-van-t#ar
pesos	p#e-sos
colheu-a	co-lh#eu§-a
rendilhadas	ren-di-lh#a-das
Calcula-se	cal-c#u-la§-se
Mil	m#il
penetrando	pe-ne-tr#an-do
cambaleios	cam-ba-l#ei-os
torturados	tor-tu-r#a-dos
acurvados	a-cur-v#a-dos
tropear	tro-pe-#ar
reparos	re-p#a-ros
esbatiam-se	es-ba-t#i-am§-se
calada	ca-l#a-da
ermo	#er-mo
ilhada	i-lh#a-da
afogavam	a-fo-g#a-vam
estalidos	es-ta-l#i-dos
Ladeavam	la-de-#a-vam
rastejamentos	ras-te-ja-m#en-tos
neles	n#e-les
Abatidos	a-ba-t#i-dos
deslumbrados	des-lum-br#a-dos
distanciados	dis-tan-ci-#a-dos
caminhavam	ca-mi-nh#a-vam
caídas	ca-#í-das
dormiam	dor-m#i-am
enleadas	en-le-#a-das
reatada	re-a-t#a-da
reconheceram	re-co-nhe-c#e-ram
Cinzas	c#in-zas
mornas	m#or-nas
repastos	re-p#as-tos
preexcelente	pre-e-xce-l#en-te
vitualha	vi-tu-#a-lha
jabutis	ja-bu-t#is
quartos	qu#ar-tos
cabrito	ca-br#i-to
frescos	fr#es-cos
entranhando-se	en-tra-nh#an-do§-se
tortuosamente	tor-tu-o-sa-m#en-te
rodeandoos	ro-de-an-d#o-os
Porteira	por-t#ei-ra
Velha	v#e-lha
havê-los	ha-v#ê§-los
ocasionando	o-ca-si-o-n#an-do
precípite	pre-c#í-pi-te
meio-dia	m#ei-o§-dia
soem	s#o-em
telha	t#e-lha
v	v
soalho	so-#a-lho
achas	#a-chas
fronteando	fron-te-#an-do
limpo	l#im-po
franzinas	fran-z#i-nas
campou	cam-p#ou
invadiram-na	in-va-d#i-ram§-na
apreensões	a-pre-en-s#ões
estrugiram	es-tru-g#i-ram
sobressaltear	so-bre-ssal-te-#ar
furor	fu-r#or
chuveiro	chu-v#ei-ro
trovoada	tro-vo-#a-da
Correndo	co-rr#en-do
resvalando	res-va-l#an-do
escorregadio	es-co-rre-ga-d#i-o
encharcado	en-char-c#a-do
esbarrando-se	es-ba-rr#an-do§-se
fustigar	fus-ti-g#ar
vestindose	ves-tin-d#o-se
apresilhando	a-pre-si-lh#an-do
cinturões	cin-tu-r#ões
talins	ta-l#ins
alinhando	a-li-nh#an-do
enredamento	en-re-da-m#en-to
engenheiro	en-ge-nh#ei-ro
imaginário	i-ma-gi-n#á-rio
